ARO_Accession,CARD_Name,Model_Type,ARO_Categories,Match_Status,ResFinder_Gene_Name,ResFinder_Class,Match_Tier,Match_Confidence,Alternate_ResFinder_Synonyms,Excluded_Candidates_ClassMismatch,N_Pathogens_With_Hit,Max_NCBI_WGS_Prevalence_Pct,Top_Pathogen_By_WGS_Pct,Has_Perfect_Strict_Hit
ARO:3007070,MCR-1.33,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.0,Escherichia coli,True
ARO:3007085,PRC-1,protein homolog model,antibiotic inactivation; cephalosporin; penam,no_reliable_match,,,,,,,2,100.0,Pseudomonas mendocina,True
ARO:3007087,KPC-90,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,2,0.01,Klebsiella pneumoniae,True
ARO:3007089,KPC-83,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,2,0.01,Klebsiella pneumoniae,True
ARO:3007101,BcIII,protein homolog model,antibiotic inactivation; cephalosporin; penem,no_reliable_match,,,,,,,4,86.56,Bacillus thuringiensis,True
ARO:3007102,KPC-93,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,1,0.01,Klebsiella pneumoniae,True
ARO:3007109,nimG,protein homolog model,antibiotic inactivation; nitroimidazole antibiotic,no_reliable_match,,,,,,,2,3.12,Phocaeicola dorei,True
ARO:3007120,tet(O/M/O),protein homolog model,antibiotic target protection; tetracycline antibiotic,no_reliable_match,,,,,,,4,3.06,Campylobacter jejuni,True
ARO:3007121,tet(O/W),protein homolog model,antibiotic target protection; tetracycline antibiotic,no_reliable_match,,,,,,,5,46.67,Ruthenibacterium lactatiformans,True
ARO:3007122,tet(O/W/32/O),protein homolog model,antibiotic target protection; tetracycline antibiotic,no_reliable_match,,,,,,,9,6.82,Streptococcus gallolyticus,True
ARO:3007124,tet(W/32/O),protein homolog model,antibiotic target protection; tetracycline antibiotic,no_reliable_match,,,,,,,2,33.33,Dysosmobacter welbionis,True
ARO:3007125,ROB-11,protein homolog model,antibiotic inactivation; cephalosporin; penam,no_reliable_match,,,,,,,2,0.51,Glaesserella parasuis,True
ARO:3007127,Streptomyces lividans otr(A),protein homolog model,antibiotic target protection; tetracycline antibiotic,no_reliable_match,,,,,,,1,57.14,Nocardia terpenica,True
ARO:3007137,mcr-10.1,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,9,11.51,Enterobacter roggenkampii,True
ARO:3007182,blaC,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin; penam; penem,no_reliable_match,,,,,,,1,72.76,Mycobacterium tuberculosis,True
ARO:3007188,vanH gene in vanP cluster,protein homolog model,antibiotic target alteration; glycopeptide antibiotic,no_reliable_match,,,,,,,2,0.24,Burkholderia multivorans,True
ARO:3007189,vanP,protein homolog model,antibiotic target alteration; glycopeptide antibiotic,no_reliable_match,,,,,,,1,0.03,Enterococcus faecium,True
ARO:3007190,vanX gene in vanP cluster,protein homolog model,antibiotic target alteration; glycopeptide antibiotic,no_reliable_match,,,,,,,1,0.03,Enterococcus faecium,True
ARO:3007191,vanR gene in vanP cluster,protein homolog model,antibiotic target alteration; glycopeptide antibiotic,no_reliable_match,,,,,,,1,0.03,Enterococcus faecium,True
ARO:3007192,vanS gene in vanP cluster,protein homolog model,antibiotic target alteration; glycopeptide antibiotic,no_reliable_match,,,,,,,1,0.03,Enterococcus faecium,True
ARO:3007196,KPC-123,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,1,0.0,Citrobacter koseri,True
ARO:3007202,NDM-16b,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,1,0.0,Escherichia coli,True
ARO:3007204,AAC(6')-Iap,protein homolog model,aminoglycoside antibiotic; antibiotic inactivation,no_reliable_match,,,,,,,1,1.63,Stenotrophomonas maltophilia,True
ARO:3007206,KBL-1,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3007209,Streptomyces venezuelae rox,protein homolog model,antibiotic inactivation; rifamycin antibiotic,no_reliable_match,,,,,,,4,100.0,Nocardia exalbida,True
ARO:3007210,Nocardia farcinica rox,protein homolog model,antibiotic inactivation; rifamycin antibiotic,no_reliable_match,,,,,,,2,86.21,Mycolicibacterium fortuitum,True
ARO:3007213,NDM-36,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,1,0.0,Escherichia coli,True
ARO:3007214,NDM-37,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,1,0.0,Escherichia coli,True
ARO:3007217,NDM-40,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,4,0.64,Providencia rettgeri,True
ARO:3007227,MCR-8.3,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.0,Klebsiella pneumoniae,True
ARO:3007229,MCR-8.2,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,3,0.04,Klebsiella pneumoniae,True
ARO:3007230,MCR-1.34,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.01,Escherichia coli,True
ARO:3007232,MCR-1.27,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.01,Klebsiella pneumoniae,True
ARO:3007233,MCR-1.18,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.01,Escherichia coli,True
ARO:3007240,MCR-1.19,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.0,Salmonella enterica,True
ARO:3007249,MCR-3.14,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.0,Aeromonas veronii,True
ARO:3007251,MCR-3.38,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.54,Aeromonas caviae,True
ARO:3007253,MCR-3.27,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,1.61,Aeromonas caviae,True
ARO:3007254,MCR-3.32,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.56,Aeromonas veronii,True
ARO:3007256,MCR-3.23,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.01,Klebsiella pneumoniae,True
ARO:3007257,MCR-3.36,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,1.12,Aeromonas veronii,True
ARO:3007258,MCR-3.25,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,1.12,Aeromonas veronii,True
ARO:3007259,MCR-3.22,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.13,Klebsiella quasipneumoniae,True
ARO:3007260,MCR-3.16,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,1.08,Aeromonas caviae,True
ARO:3007261,MCR-3.26,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.0,Klebsiella pneumoniae,True
ARO:3007262,MCR-3.21,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.13,Klebsiella quasipneumoniae,True
ARO:3007263,MCR-3.18,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,1.61,Aeromonas caviae,True
ARO:3007264,MCR-3.40,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.0,Klebsiella pneumoniae,True
ARO:3007265,MCR-3.24,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.01,Salmonella enterica,True
ARO:3007266,MCR-3.20,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.01,Klebsiella pneumoniae,True
ARO:3007269,MCR-3.13,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,2.69,Aeromonas caviae,True
ARO:3007270,MCR-3.28,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.0,Klebsiella pneumoniae,True
ARO:3007271,MCR-3.39,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.01,Klebsiella pneumoniae,True
ARO:3007273,MCR-3.19,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.19,Citrobacter freundii,True
ARO:3007275,MCR-10.3,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.87,Enterobacter kobei,True
ARO:3007276,MCR-10.4,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,1.58,Enterobacter asburiae,True
ARO:3007277,MCR-10.2,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.44,Enterobacter kobei,True
ARO:3007278,MCR-3.17,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,1.12,Aeromonas veronii,True
ARO:3007280,MCR-1.26,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,1.09,Escherichia fergusonii,True
ARO:3007282,MCR-5.3,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.0,Escherichia coli,True
ARO:3007284,MCR-2.3,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.01,Escherichia coli,True
ARO:3007289,MCR-1.32,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.01,Escherichia coli,True
ARO:3007370,FosI,protein homolog model,antibiotic inactivation; phosphonic acid antibiotic,no_reliable_match,,,,,,,14,83.33,Pannonibacter phragmitetus,True
ARO:3007371,FosA8,protein homolog model,antibiotic inactivation; phosphonic acid antibiotic,no_reliable_match,,,,,,,58,100.0,Serratia odorifera,True
ARO:3007372,FosBx1,protein homolog model,antibiotic inactivation; phosphonic acid antibiotic,no_reliable_match,,,,,,,25,100.0,Bacillus tequilensis,True
ARO:3007381,KPC-86,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,1,0.01,Klebsiella pneumoniae,True
ARO:3007383,KPC-95,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,1,0.01,Klebsiella pneumoniae,True
ARO:3007402,KPC-94,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,1,0.01,Klebsiella pneumoniae,True
ARO:3007427,ThfT,protein homolog model,resistance by host-dependent nutrient acquisition; sulfonamide antibiotic,no_reliable_match,,,,,,,2,1.87,Streptococcus dysgalactiae,True
ARO:3007431,almF,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,3,96.0,Vibrio metoecus,True
ARO:3007433,almE,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,78.34,Vibrio cholerae,True
ARO:3007443,NDM-44,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,1,0.0,Klebsiella pneumoniae,True
ARO:3007446,KPC-100,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,8,0.0,Aeromonas caviae,True
ARO:3007449,KPC-97,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,2,0.13,Serratia marcescens,True
ARO:3007450,KPC-98,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,no_reliable_match,,,,,,,1,0.01,Klebsiella pneumoniae,True
ARO:3007451,TEM-247,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,no_reliable_match,,,,,,,10,1.09,Escherichia fergusonii,True
ARO:3007453,TEM-244,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,no_reliable_match,,,,,,,2,0.01,Escherichia coli,True
ARO:3007454,TEM-245,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,no_reliable_match,,,,,,,1,0.0,Escherichia coli,True
ARO:3007459,EstT,protein homolog model,antibiotic inactivation; glycylcycline; macrolide antibiotic; tetracycline antibiotic,no_reliable_match,,,,,,,10,100.0,Actinobacillus indolicus,True
ARO:3007460,IMP-91,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3007461,IMP-96,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,no_reliable_match,,,,,,,1,0.0,Enterobacter hormaechei,True
ARO:3007463,IMP-93,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3000464,Neisseria gonorrhoeae porin PIB (por),protein variant model,carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic; tetracycline antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,1,44.11,Neisseria gonorrhoeae,True
ARO:3000817,mtrR,protein variant model,antibacterial free fatty acids; antibiotic efflux; macrolide antibiotic; penam,out_of_scope_chromosomal_point_mutation,,,,,,,2,11.56,Neisseria gonorrhoeae,True
ARO:3003041,Streptococcus pneumoniae PBP1a conferring resistance to amoxicillin,protein variant model,antibiotic target alteration; carbapenem; cephalosporin; cephamycin; monobactam; penam,out_of_scope_chromosomal_point_mutation,,,,,,,1,1.58,Streptococcus pneumoniae,True
ARO:3003074,Staphylococcus aureus cls conferring resistance to daptomycin,protein variant model,antibiotic target alteration; peptide antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,1,0.0,Staphylococcus aureus,True
ARO:3003092,Enterococcus faecium cls conferring resistance to daptomycin,protein variant model,antibiotic target alteration; peptide antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,1,0.54,Enterococcus faecium,True
ARO:3003283,Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin,protein variant model,antibiotic target alteration; antibiotic target replacement; peptide antibiotic; rifamycin antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,1,72.2,Mycobacterium tuberculosis,True
ARO:3003285,Staphylococcus aureus rpoB mutants conferring resistance to rifampicin,protein variant model,antibiotic target alteration; antibiotic target replacement; peptide antibiotic; rifamycin antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,1,3.01,Staphylococcus aureus,True
ARO:3003288,Escherichia coli rpoB mutants conferring resistance to rifampicin,protein variant model,antibiotic target alteration; antibiotic target replacement; peptide antibiotic; rifamycin antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,7,0.44,Enterobacter kobei,True
ARO:3003294,Escherichia coli gyrA conferring resistance to fluoroquinolones,protein variant model,antibiotic target alteration; fluoroquinolone antibiotic; nybomycin-like antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,26,51.28,Citrobacter werkmanii,True
ARO:3003295,Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones,protein variant model,antibiotic target alteration; fluoroquinolone antibiotic; nybomycin-like antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,2,10.26,Mycobacterium tuberculosis,True
ARO:3003296,Staphylococcus aureus gyrA conferring resistance to fluoroquinolones,protein variant model,antibiotic target alteration; fluoroquinolone antibiotic; nybomycin-like antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,3,27.28,Staphylococcus aureus,True
ARO:3003301,Staphylococcus aureus gyrB conferring resistance to aminocoumarin,protein variant model,aminocoumarin antibiotic; antibiotic target alteration,out_of_scope_chromosomal_point_mutation,,,,,,,5,73.77,Staphylococcus warneri,True
ARO:3003306,Morganella morganii gyrB conferring resistance to fluoroquinolones,protein variant model,aminocoumarin antibiotic; antibiotic target alteration; fluoroquinolone antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,19,100.0,Proteus columbae,True
ARO:3003307,Salmonella serovars gyrB conferring resistance to fluoroquinolones,protein variant model,aminocoumarin antibiotic; antibiotic target alteration; fluoroquinolone antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,16,17.95,Citrobacter werkmanii,True
ARO:3003308,Escherichia coli parC conferring resistance to fluoroquinolones,protein variant model,antibiotic target alteration; fluoroquinolone antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,15,35.9,Citrobacter werkmanii,True
ARO:3003311,Streptococcus pneumoniae parC conferring resistance to fluoroquinolones,protein variant model,antibiotic target alteration; fluoroquinolone antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,3,1.52,Streptococcus mitis,True
ARO:3003312,Staphylococcus aureus parC conferring resistance to fluoroquinolones,protein variant model,antibiotic target alteration; fluoroquinolone antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,1,29.81,Staphylococcus aureus,True
ARO:3003315,Staphylococcus aureus parE conferring resistance to fluoroquinolones,protein variant model,antibiotic target alteration; fluoroquinolone antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,3,2.29,Staphylococcus aureus,True
ARO:3003316,Escherichia coli parE conferring resistance to fluoroquinolones,protein variant model,antibiotic target alteration; fluoroquinolone antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,11,96.0,Vibrio metoecus,True
ARO:3003317,Salmonella serovars parE conferring resistance to fluoroquinolones,protein variant model,antibiotic target alteration; fluoroquinolone antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,1,0.01,Escherichia coli,True
ARO:3003323,Staphylococcus aureus pgsA mutations conferring resistance to daptomycin,protein variant model,antibiotic target alteration; peptide antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,1,0.49,Staphylococcus hominis,True
ARO:3003326,Mycobacterium tuberculosis embB mutant conferring resistance to ethambutol,protein variant model,antibiotic target alteration; polyamine antibiotic,out_of_scope_chromosomal_point_mutation,,,,,,,1,26.92,Mycobacterium tuberculosis,True
